Número de viajeros;Edad_media_viajeros;cantidad de niños;País_origen;Ingreso Familiar;Motivo Viaje;Presupuesto Viaje;Fecha Viaje;País Destino;;;;;;;;;;;
2;46;2;Chile;2990;Ocio;2057;05-04-21;Argentina;;;;;;;;;;;
2;31;2;España;2806;Negocios;2299;19-09-20;Reino Unido;;;;;;;;;;;
3;30;4;España;2459;Ocio;2013;06-04-20;Suiza;;;;;;;;;;;
4;46;4;Chile;2691;Otros;2081;05-04-19;Brasil;;;;;;;;;;;
4;36;4;México;2318;Ocio;1002;30-12-20;Canadá;;;;;;;;;;;
4;39;2;España;2696;Negocios;1843;06-08-20;Estados Unidos;;;;;;;;;;;
1;45;3;España;2815;Ocio;1797;24-06-21;Alemania;;;;;;;;;;;
2;30;3;España;2542;Ocio;2989;05-04-21;Francia;;;;;;;;;;;
3;30;4;Chile;2631;Negocios;2678;01-04-21;Argentina;;;;;;;;;;;
3;44;2;España;2653;Ocio;1089;03-04-19;Suiza;;;;;;;;;;;
4;35;3;Chile;2715;Negocios;1695;12-01-23;Brasil;;;;;;;;;;;
1;40;3;Chile;3074;Ocio;2601;01-04-21;Argentina;;;;;;;;;;;
4;42;1;España;2800;Otros;2752;08-07-19;Suiza;;;;;;;;;;;
4;34;1;España;2618;Negocios;1931;23-07-21;Reino Unido;;;;;;;;;;;
3;40;3;España;2686;Ocio;1118;03-04-19;Reino Unido;;;;;;;;;;;
3;38;1;España;2485;Otros;2023;03-04-22;Francia;;;;;;;;;;;
3;40;1;Chile;2716;Negocios;2147;03-04-20;Colombia;;;;;;;;;;;
4;40;1;México;2284;Negocios;1288;19-02-20;Cuba;;;;;;;;;;;
4;36;3;Chile;2676;Otros;1909;03-02-22;Argentina;;;;;;;;;;;
1;36;3;México;2184;Otros;1446;07-01-21;Estados Unidos;;;;;;;;;;;
1;33;3;México;2372;Negocios;1446;26-02-20;Cuba;;;;;;;;;;;
1;43;2;Chile;2882;Negocios;2548;07-04-20;Estados Unidos;;;;;;;;;;;
4;36;1;Chile;2654;Ocio;1516;28-02-22;Estados Unidos;;;;;;;;;;;
4;39;1;España;2531;Negocios;1400;04-04-19;Francia;;;;;;;;;;;
4;49;1;Chile;2962;Negocios;2291;01-04-19;Argentina;;;;;;;;;;;
1;31;4;Chile;2680;Negocios;1984;02-04-19;Brasil;;;;;;;;;;;
3;42;1;España;2575;Ocio;1681;17-09-19;Francia;;;;;;;;;;;
4;41;1;Chile;2947;Ocio;2844;14-02-22;Estados Unidos;;;;;;;;;;;
4;31;3;España;2720;Ocio;1486;26-06-20;Francia;;;;;;;;;;;
2;37;4;Chile;2555;Otros;1627;09-02-21;Perú;;;;;;;;;;;
1;32;3;España;2681;Otros;1149;05-04-22;Francia;;;;;;;;;;;
1;32;2;México;2035;Negocios;1084;23-01-22;Colombia;;;;;;;;;;;
1;46;3;España;2637;Ocio;2235;29-06-22;Suiza;;;;;;;;;;;
2;37;2;España;2659;Negocios;1016;06-04-22;Suiza;;;;;;;;;;;
3;42;2;México;2332;Ocio;1473;20-02-20;Cuba;;;;;;;;;;;
1;39;1;Chile;2965;Negocios;2707;19-01-21;Argentina;;;;;;;;;;;
1;48;4;México;2105;Otros;1101;18-01-23;Colombia;;;;;;;;;;;
2;47;4;México;2205;Ocio;1491;17-01-23;Cuba;;;;;;;;;;;
4;44;1;España;2622;Ocio;1051;14-08-19;Reino Unido;;;;;;;;;;;
3;37;1;España;2737;Negocios;1584;26-06-20;Estados Unidos;;;;;;;;;;;
4;40;1;Chile;2823;Ocio;1611;06-04-20;Estados Unidos;;;;;;;;;;;
3;49;3;Chile;2685;Ocio;2243;17-03-23;Argentina;;;;;;;;;;;
3;36;3;España;2681;Otros;1802;20-08-22;Reino Unido;;;;;;;;;;;
1;49;3;México;2102;Negocios;1092;30-01-22;Estados Unidos;;;;;;;;;;;
2;30;1;España;2470;Negocios;2241;01-04-19;Alemania;;;;;;;;;;;
1;33;3;España;2506;Negocios;2261;07-04-22;Reino Unido;;;;;;;;;;;
3;32;1;Chile;3172;Negocios;1638;11-03-21;Brasil;;;;;;;;;;;
2;39;4;Chile;2913;Ocio;2565;02-04-19;Estados Unidos;;;;;;;;;;;
2;36;1;México;2218;Otros;1299;06-04-20;Cuba;;;;;;;;;;;
1;43;2;España;2468;Negocios;1574;03-04-21;Alemania;;;;;;;;;;;
4;44;3;España;2682;Ocio;1449;04-04-20;Suiza;;;;;;;;;;;
3;49;3;Chile;2594;Ocio;2436;05-04-21;Estados Unidos;;;;;;;;;;;
2;34;1;España;2548;Ocio;1844;07-09-19;Francia;;;;;;;;;;;
4;36;3;Chile;2916;Negocios;2506;12-03-22;Argentina;;;;;;;;;;;
3;34;3;Chile;2943;Ocio;2182;05-01-21;Brasil;;;;;;;;;;;
3;38;2;España;2545;Negocios;1656;09-09-21;Francia;;;;;;;;;;;
4;38;3;España;2522;Negocios;2436;25-07-21;Reino Unido;;;;;;;;;;;
1;48;4;España;2475;Ocio;1055;12-07-20;Suiza;;;;;;;;;;;
1;35;2;España;2665;Otros;2273;12-08-21;Reino Unido;;;;;;;;;;;
4;50;4;España;2493;Negocios;1444;31-08-20;Reino Unido;;;;;;;;;;;
1;34;3;México;2403;Ocio;1056;04-04-22;Estados Unidos;;;;;;;;;;;
2;43;1;Chile;3181;Ocio;2443;22-01-21;Perú;;;;;;;;;;;
1;31;1;España;2762;Negocios;2496;06-04-22;Estados Unidos;;;;;;;;;;;
2;43;1;Chile;3180;Otros;1977;13-03-20;Perú;;;;;;;;;;;
3;47;4;México;2246;Otros;1145;01-03-21;Canadá;;;;;;;;;;;
3;39;2;Chile;3043;Otros;1503;03-04-21;Brasil;;;;;;;;;;;
4;41;3;España;2770;Negocios;1119;01-04-22;Francia;;;;;;;;;;;
2;45;3;Chile;2747;Otros;1644;01-04-19;Argentina;;;;;;;;;;;
1;30;3;México;2245;Negocios;1139;15-02-23;Cuba;;;;;;;;;;;
1;41;4;España;2777;Ocio;1842;27-06-22;Alemania;;;;;;;;;;;
3;40;2;México;2187;Ocio;1280;04-04-20;Cuba;;;;;;;;;;;
4;37;1;España;2543;Negocios;2234;04-04-20;Suiza;;;;;;;;;;;
4;42;4;España;2794;Ocio;1002;01-04-19;Francia;;;;;;;;;;;
4;45;2;España;2650;Ocio;2270;05-04-22;Estados Unidos;;;;;;;;;;;
1;43;4;España;2798;Negocios;2241;02-04-19;Reino Unido;;;;;;;;;;;
4;36;2;México;2382;Ocio;1440;01-04-20;Cuba;;;;;;;;;;;
1;43;4;Chile;2972;Ocio;1616;04-04-20;Brasil;;;;;;;;;;;
3;47;2;Chile;3012;Ocio;2785;24-02-20;Brasil;;;;;;;;;;;
2;42;2;Chile;3165;Negocios;2893;03-02-21;Brasil;;;;;;;;;;;
4;31;1;España;2817;Otros;1855;31-08-22;Reino Unido;;;;;;;;;;;
1;40;4;Chile;2735;Otros;2795;26-01-22;Colombia;;;;;;;;;;;
4;37;1;España;2633;Negocios;2986;21-06-20;Estados Unidos;;;;;;;;;;;
3;40;3;México;2363;Otros;1325;25-01-23;Estados Unidos;;;;;;;;;;;
4;31;2;Chile;2603;Negocios;1826;22-02-22;Perú;;;;;;;;;;;
4;39;3;México;2015;Otros;1376;02-04-19;Estados Unidos;;;;;;;;;;;
4;35;1;España;2794;Otros;1267;04-04-22;Estados Unidos;;;;;;;;;;;
3;34;2;España;2516;Otros;2701;16-08-21;Estados Unidos;;;;;;;;;;;
2;34;2;Chile;2953;Otros;2577;19-03-22;Perú;;;;;;;;;;;
4;37;1;México;2349;Ocio;1359;07-02-23;Cuba;;;;;;;;;;;
4;42;3;España;2678;Otros;1564;02-04-19;Suiza;;;;;;;;;;;
2;45;2;Chile;3008;Otros;1766;03-04-21;Perú;;;;;;;;;;;
3;46;3;España;2615;Negocios;1551;01-04-19;Francia;;;;;;;;;;;
1;43;4;México;2282;Otros;1059;19-03-20;Cuba;;;;;;;;;;;
4;32;1;México;2409;Otros;1171;03-04-20;Estados Unidos;;;;;;;;;;;
4;42;2;España;2797;Ocio;2543;02-04-22;Alemania;;;;;;;;;;;
3;39;3;España;2694;Negocios;2444;22-07-19;Suiza;;;;;;;;;;;
2;43;1;México;2191;Ocio;1367;27-01-22;Cuba;;;;;;;;;;;
1;49;2;México;2193;Ocio;1175;07-04-21;España;;;;;;;;;;;
1;49;1;España;2509;Ocio;1884;01-04-19;Alemania;;;;;;;;;;;
3;39;1;España;2616;Otros;1465;06-04-21;Estados Unidos;;;;;;;;;;;
2;49;1;Chile;3090;Negocios;1609;13-01-20;Argentina;;;;;;;;;;;
1;41;4;Chile;2792;Negocios;2942;07-04-22;Perú;;;;;;;;;;;
2;41;4;Chile;2709;Otros;1636;28-12-22;Argentina;;;;;;;;;;;
2;35;2;España;2596;Negocios;1878;03-04-22;Francia;;;;;;;;;;;
2;31;4;Chile;2742;Otros;2866;12-02-21;Colombia;;;;;;;;;;;
3;44;3;México;2232;Negocios;1091;31-12-22;España;;;;;;;;;;;
3;34;4;México;2017;Negocios;1191;09-03-23;Canadá;;;;;;;;;;;
1;40;3;México;2408;Ocio;1392;26-02-22;España;;;;;;;;;;;
3;45;2;Chile;3064;Ocio;1635;05-04-19;Brasil;;;;;;;;;;;
1;34;1;España;2648;Negocios;1724;05-04-21;Francia;;;;;;;;;;;
2;36;1;México;2410;Otros;1332;05-04-19;Colombia;;;;;;;;;;;
2;43;4;México;2070;Negocios;1067;25-01-23;Estados Unidos;;;;;;;;;;;
4;47;3;Chile;2651;Otros;2357;28-02-23;Argentina;;;;;;;;;;;
1;34;3;Chile;3196;Negocios;2118;01-04-20;Colombia;;;;;;;;;;;
1;44;3;Chile;3002;Negocios;1708;03-04-20;Perú;;;;;;;;;;;
1;41;1;Chile;3008;Negocios;2458;31-12-20;Perú;;;;;;;;;;;
1;31;1;España;2548;Negocios;2445;07-04-20;Alemania;;;;;;;;;;;
1;43;4;Chile;2626;Ocio;1958;04-04-22;Perú;;;;;;;;;;;
2;45;4;Chile;2736;Ocio;1939;08-02-23;Brasil;;;;;;;;;;;
1;32;2;México;2418;Negocios;1420;30-12-20;Colombia;;;;;;;;;;;
1;39;1;Chile;2586;Otros;2808;18-01-23;Brasil;;;;;;;;;;;
2;44;1;Chile;3090;Negocios;2707;06-04-19;Estados Unidos;;;;;;;;;;;
3;49;3;España;2631;Ocio;2116;03-07-20;Reino Unido;;;;;;;;;;;
3;46;1;México;2342;Negocios;1012;19-01-23;Cuba;;;;;;;;;;;
2;44;3;Chile;3208;Otros;1650;07-03-22;Argentina;;;;;;;;;;;
1;49;2;Chile;2886;Otros;2166;04-04-20;Colombia;;;;;;;;;;;
3;32;3;España;2541;Ocio;1479;03-04-19;Reino Unido;;;;;;;;;;;
4;47;2;México;2415;Otros;1424;20-03-20;Canadá;;;;;;;;;;;
3;50;1;México;2309;Otros;1146;22-02-22;España;;;;;;;;;;;
4;38;4;España;2696;Ocio;2540;01-08-21;Suiza;;;;;;;;;;;
1;44;3;España;2632;Ocio;2375;05-08-22;Reino Unido;;;;;;;;;;;
3;39;1;México;2132;Ocio;1091;24-01-23;Canadá;;;;;;;;;;;
1;46;4;Chile;2585;Negocios;2147;03-04-21;Brasil;;;;;;;;;;;
3;31;4;Chile;2799;Negocios;2730;08-03-20;Perú;;;;;;;;;;;
1;38;2;México;2094;Ocio;1358;07-04-20;Canadá;;;;;;;;;;;
4;41;4;Chile;3167;Otros;1838;10-03-20;Brasil;;;;;;;;;;;
3;41;4;México;2028;Otros;1072;26-12-22;Colombia;;;;;;;;;;;
3;38;1;México;2070;Negocios;1430;07-04-22;Canadá;;;;;;;;;;;
2;30;1;España;2733;Negocios;1559;05-04-21;Estados Unidos;;;;;;;;;;;
3;36;2;México;2275;Negocios;1435;03-04-20;Estados Unidos;;;;;;;;;;;
4;40;1;España;2657;Negocios;2006;06-04-19;Francia;;;;;;;;;;;
1;39;3;México;2069;Negocios;1183;11-03-20;Estados Unidos;;;;;;;;;;;
3;46;4;Chile;2799;Negocios;2083;05-04-19;Colombia;;;;;;;;;;;
2;39;4;Chile;3068;Otros;1947;03-04-22;Brasil;;;;;;;;;;;
4;31;1;México;2311;Ocio;1032;05-04-22;Estados Unidos;;;;;;;;;;;
2;48;4;España;2607;Otros;1526;03-04-20;Reino Unido;;;;;;;;;;;
1;33;1;México;2418;Ocio;1144;09-01-20;España;;;;;;;;;;;
2;36;2;España;2486;Ocio;2716;28-08-22;Reino Unido;;;;;;;;;;;
1;35;1;España;2468;Otros;1358;16-07-20;Francia;;;;;;;;;;;
4;40;2;España;2660;Otros;1811;03-04-21;Francia;;;;;;;;;;;
1;35;2;España;2533;Negocios;2750;02-08-19;Estados Unidos;;;;;;;;;;;
1;41;1;México;2037;Ocio;1079;05-04-19;España;;;;;;;;;;;
2;40;3;México;2224;Ocio;1261;03-04-22;España;;;;;;;;;;;
1;48;4;México;2260;Ocio;1156;25-01-22;Estados Unidos;;;;;;;;;;;
3;47;3;Chile;3116;Otros;2056;01-04-22;Perú;;;;;;;;;;;
4;48;4;Chile;2807;Ocio;2156;03-04-22;Colombia;;;;;;;;;;;
2;39;3;Chile;2559;Ocio;2856;16-01-23;Colombia;;;;;;;;;;;
4;32;3;España;2474;Negocios;1308;01-04-22;Estados Unidos;;;;;;;;;;;
4;33;4;México;2050;Otros;1123;06-04-22;Cuba;;;;;;;;;;;
4;33;3;España;2658;Negocios;1333;11-07-21;Alemania;;;;;;;;;;;
3;40;4;Chile;3212;Negocios;1963;03-04-22;Brasil;;;;;;;;;;;
2;38;4;Chile;2793;Otros;2972;03-04-21;Estados Unidos;;;;;;;;;;;
1;45;3;Chile;3026;Otros;2084;20-01-22;Estados Unidos;;;;;;;;;;;
4;42;3;Chile;2607;Otros;2869;11-02-20;Argentina;;;;;;;;;;;
2;48;2;México;2171;Otros;1098;03-04-20;Canadá;;;;;;;;;;;
1;31;2;México;2166;Negocios;1108;27-12-19;Canadá;;;;;;;;;;;
2;39;3;Chile;3031;Negocios;2293;06-02-21;Estados Unidos;;;;;;;;;;;
1;39;4;Chile;2920;Ocio;2169;29-01-20;Colombia;;;;;;;;;;;
3;46;4;Chile;3129;Otros;1572;09-01-22;Estados Unidos;;;;;;;;;;;
2;38;4;España;2590;Otros;1761;04-04-20;Reino Unido;;;;;;;;;;;
3;30;1;México;2414;Negocios;1454;25-01-22;Estados Unidos;;;;;;;;;;;
1;42;1;México;2078;Negocios;1051;14-02-20;España;;;;;;;;;;;
1;32;2;España;2488;Otros;1317;01-04-20;Francia;;;;;;;;;;;
4;43;3;México;2013;Ocio;1043;04-04-21;Estados Unidos;;;;;;;;;;;
3;39;1;Chile;2902;Otros;1799;02-04-22;Estados Unidos;;;;;;;;;;;
1;48;3;España;2651;Ocio;1775;02-04-20;Francia;;;;;;;;;;;
1;47;1;México;2253;Otros;1345;01-03-22;España;;;;;;;;;;;
2;49;3;Chile;3118;Negocios;1897;02-04-22;Perú;;;;;;;;;;;
3;30;3;Chile;2932;Ocio;2536;01-04-21;Colombia;;;;;;;;;;;
3;31;4;Chile;2914;Otros;2764;31-01-22;Estados Unidos;;;;;;;;;;;
2;36;4;Chile;2873;Negocios;2949;04-04-21;Argentina;;;;;;;;;;;
3;50;1;México;2328;Negocios;1326;01-04-19;Cuba;;;;;;;;;;;
1;35;4;España;2585;Ocio;2381;06-04-22;Alemania;;;;;;;;;;;
3;46;3;México;2285;Negocios;1073;06-04-22;Estados Unidos;;;;;;;;;;;
3;33;3;Chile;3086;Ocio;1521;04-04-20;Argentina;;;;;;;;;;;
4;43;4;Chile;3207;Otros;2290;06-04-20;Argentina;;;;;;;;;;;
2;39;1;Chile;2946;Otros;1816;07-04-21;Brasil;;;;;;;;;;;
3;47;1;México;2187;Otros;1242;01-04-20;Colombia;;;;;;;;;;;
4;35;3;España;2761;Negocios;1745;04-04-20;Alemania;;;;;;;;;;;
2;47;3;México;2047;Negocios;1345;01-04-22;España;;;;;;;;;;;
2;33;2;México;2383;Ocio;1443;07-04-22;Colombia;;;;;;;;;;;
2;46;2;México;2077;Negocios;1072;03-04-21;Cuba;;;;;;;;;;;
2;49;4;México;2365;Otros;1063;01-04-21;Canadá;;;;;;;;;;;
2;42;3;Chile;2887;Negocios;2554;01-01-21;Brasil;;;;;;;;;;;
2;31;3;México;2282;Negocios;1070;11-02-22;Estados Unidos;;;;;;;;;;;
1;45;3;España;2450;Negocios;1786;02-04-20;Estados Unidos;;;;;;;;;;;
3;38;4;México;2404;Negocios;1107;05-01-22;Canadá;;;;;;;;;;;
4;45;2;Chile;3136;Negocios;2052;13-02-23;Estados Unidos;;;;;;;;;;;
1;34;4;España;2480;Ocio;2242;16-07-22;Alemania;;;;;;;;;;;
2;36;4;Chile;2554;Ocio;2354;03-04-21;Colombia;;;;;;;;;;;
3;41;3;España;2552;Ocio;2930;30-08-20;Estados Unidos;;;;;;;;;;;
1;38;1;Chile;2656;Negocios;2200;21-02-21;Brasil;;;;;;;;;;;
1;34;1;España;2623;Negocios;2715;09-07-21;Estados Unidos;;;;;;;;;;;
1;34;4;México;2341;Negocios;1226;04-04-22;España;;;;;;;;;;;
1;48;3;Chile;2877;Ocio;2853;06-04-22;Estados Unidos;;;;;;;;;;;
4;47;3;Chile;2962;Otros;2615;05-04-21;Perú;;;;;;;;;;;
4;48;3;España;2729;Ocio;1378;25-08-21;Reino Unido;;;;;;;;;;;
2;35;2;España;2520;Ocio;2745;26-06-19;Suiza;;;;;;;;;;;
2;48;3;España;2575;Otros;2578;07-04-20;Reino Unido;;;;;;;;;;;
3;48;3;España;2524;Negocios;1271;03-04-20;Alemania;;;;;;;;;;;
2;32;4;España;2568;Ocio;2880;05-04-21;Francia;;;;;;;;;;;
1;46;3;México;2102;Ocio;1281;01-04-19;Colombia;;;;;;;;;;;
1;37;4;España;2692;Otros;2850;06-04-21;Reino Unido;;;;;;;;;;;
3;32;2;México;2069;Otros;1132;04-02-23;Canadá;;;;;;;;;;;
4;33;4;Chile;2577;Otros;2750;28-12-22;Argentina;;;;;;;;;;;
3;33;3;México;2182;Otros;1136;01-04-21;España;;;;;;;;;;;
3;33;3;Chile;2879;Negocios;2537;04-04-21;Perú;;;;;;;;;;;
1;44;2;Chile;3156;Negocios;1747;23-01-23;Perú;;;;;;;;;;;
2;44;4;México;2247;Ocio;1335;10-03-23;España;;;;;;;;;;;
1;41;1;España;2509;Negocios;1263;25-07-20;Alemania;;;;;;;;;;;
2;35;1;Chile;2923;Ocio;2026;27-02-22;Colombia;;;;;;;;;;;
2;32;1;España;2488;Ocio;1543;04-04-20;Francia;;;;;;;;;;;
2;41;4;España;2786;Otros;1499;29-06-22;Reino Unido;;;;;;;;;;;
3;30;2;México;2230;Negocios;1126;02-03-21;Colombia;;;;;;;;;;;
1;30;2;Chile;3145;Otros;1637;05-04-20;Perú;;;;;;;;;;;
2;41;2;México;2025;Ocio;1327;07-02-22;Colombia;;;;;;;;;;;
2;44;2;Chile;2665;Negocios;2304;06-01-23;Perú;;;;;;;;;;;
2;44;2;España;2552;Ocio;2186;16-07-21;Reino Unido;;;;;;;;;;;
1;41;3;México;2330;Otros;1163;02-04-22;Colombia;;;;;;;;;;;
4;33;1;España;2562;Otros;1989;05-04-19;Alemania;;;;;;;;;;;
2;33;4;México;2283;Negocios;1044;19-02-21;España;;;;;;;;;;;
4;41;1;Chile;2550;Negocios;1595;23-12-20;Colombia;;;;;;;;;;;
3;39;1;España;2780;Ocio;1475;31-07-21;Estados Unidos;;;;;;;;;;;
3;48;4;México;2202;Otros;1419;07-04-22;España;;;;;;;;;;;
4;40;3;Chile;2641;Otros;2588;07-04-19;Brasil;;;;;;;;;;;
3;50;3;España;2705;Otros;2781;01-09-21;Reino Unido;;;;;;;;;;;
3;50;2;Chile;3092;Otros;2364;05-01-22;Brasil;;;;;;;;;;;
4;34;3;México;2166;Ocio;1277;19-01-21;Colombia;;;;;;;;;;;
2;38;3;España;2598;Otros;1904;11-08-21;Estados Unidos;;;;;;;;;;;
3;49;4;España;2609;Otros;1440;03-04-19;Alemania;;;;;;;;;;;
2;50;1;México;2245;Otros;1353;05-04-22;Cuba;;;;;;;;;;;
2;38;1;España;2617;Ocio;2189;03-04-19;Estados Unidos;;;;;;;;;;;
1;40;2;Chile;2593;Ocio;2445;02-04-20;Estados Unidos;;;;;;;;;;;
4;34;3;España;2597;Negocios;2968;04-04-22;Suiza;;;;;;;;;;;
2;44;1;España;2695;Ocio;2801;03-04-22;Alemania;;;;;;;;;;;
4;31;2;Chile;2709;Ocio;2191;07-04-22;Estados Unidos;;;;;;;;;;;
3;40;3;México;2257;Otros;1199;06-04-22;Estados Unidos;;;;;;;;;;;
4;31;3;España;2480;Negocios;1005;25-08-21;Suiza;;;;;;;;;;;
4;34;4;México;2079;Otros;1449;05-03-22;Cuba;;;;;;;;;;;
1;41;4;Chile;2781;Negocios;2919;07-04-20;Argentina;;;;;;;;;;;
4;41;1;Chile;2975;Otros;2017;28-02-22;Argentina;;;;;;;;;;;
3;48;4;Chile;3075;Otros;2025;07-04-22;Colombia;;;;;;;;;;;
3;45;3;México;2111;Ocio;1341;02-04-19;España;;;;;;;;;;;
4;31;4;España;2641;Negocios;1234;05-04-19;Reino Unido;;;;;;;;;;;
2;48;4;México;2224;Ocio;1217;15-03-23;Colombia;;;;;;;;;;;
1;34;3;México;2148;Negocios;1480;04-03-22;Colombia;;;;;;;;;;;
3;40;4;España;2711;Negocios;2091;06-04-22;Suiza;;;;;;;;;;;
2;46;1;México;2430;Otros;1275;01-04-19;Cuba;;;;;;;;;;;
2;41;3;Chile;2619;Otros;1753;01-01-22;Perú;;;;;;;;;;;
1;37;2;Chile;2635;Negocios;2221;02-02-20;Argentina;;;;;;;;;;;
1;42;4;España;2812;Ocio;1754;05-04-20;Francia;;;;;;;;;;;
4;38;4;México;2062;Ocio;1408;27-12-19;Colombia;;;;;;;;;;;
3;45;1;Chile;3073;Negocios;1534;02-04-22;Estados Unidos;;;;;;;;;;;
4;40;3;México;2110;Negocios;1199;27-02-23;Canadá;;;;;;;;;;;
3;37;1;México;2134;Ocio;1105;07-04-22;Cuba;;;;;;;;;;;
4;40;3;España;2553;Ocio;1416;07-04-22;Alemania;;;;;;;;;;;
3;49;2;España;2747;Otros;1208;06-04-21;Suiza;;;;;;;;;;;
1;46;2;España;2485;Ocio;1764;23-07-20;Francia;;;;;;;;;;;
3;42;2;México;2070;Negocios;1012;03-04-20;Estados Unidos;;;;;;;;;;;
4;46;1;Chile;3091;Otros;2608;21-02-20;Argentina;;;;;;;;;;;
3;42;2;México;2350;Ocio;1040;14-01-23;Canadá;;;;;;;;;;;
1;35;2;Chile;3212;Negocios;2851;29-01-22;Estados Unidos;;;;;;;;;;;
4;46;4;Chile;3135;Ocio;2673;06-04-19;Estados Unidos;;;;;;;;;;;
1;32;2;México;2245;Otros;1180;07-04-20;España;;;;;;;;;;;
4;32;2;Chile;2982;Ocio;2031;04-04-21;Colombia;;;;;;;;;;;
2;35;1;Chile;2713;Otros;1617;04-04-22;Argentina;;;;;;;;;;;
2;39;2;Chile;2952;Ocio;2606;04-04-22;Argentina;;;;;;;;;;;
1;48;4;Chile;2857;Negocios;2190;04-04-22;Perú;;;;;;;;;;;
3;44;2;Chile;2802;Negocios;2215;02-04-20;Argentina;;;;;;;;;;;
1;47;2;Chile;2792;Negocios;2713;29-12-22;Perú;;;;;;;;;;;
1;31;4;México;2204;Otros;1488;27-01-20;Canadá;;;;;;;;;;;
2;47;2;México;2116;Negocios;1294;14-03-21;Canadá;;;;;;;;;;;
2;30;3;México;2267;Negocios;1414;13-02-21;Canadá;;;;;;;;;;;
1;42;3;México;2225;Ocio;1054;06-04-22;Estados Unidos;;;;;;;;;;;
4;47;3;México;2015;Negocios;1104;01-01-21;Cuba;;;;;;;;;;;
4;46;2;Chile;3096;Otros;2168;08-02-22;Estados Unidos;;;;;;;;;;;
1;41;1;Chile;2595;Otros;2296;07-04-20;Argentina;;;;;;;;;;;
1;46;1;España;2571;Otros;2461;06-04-19;Suiza;;;;;;;;;;;
2;31;2;España;2781;Negocios;2665;02-04-19;Estados Unidos;;;;;;;;;;;
2;30;3;México;2124;Otros;1057;29-01-20;Colombia;;;;;;;;;;;
3;42;2;México;2127;Negocios;1317;24-01-20;España;;;;;;;;;;;
4;40;1;España;2736;Negocios;1048;05-04-22;Estados Unidos;;;;;;;;;;;
3;44;2;México;2286;Negocios;1105;28-02-20;Colombia;;;;;;;;;;;
1;41;1;España;2769;Otros;2097;08-07-19;Francia;;;;;;;;;;;
1;38;2;México;2345;Ocio;1260;15-01-20;Canadá;;;;;;;;;;;
4;39;2;España;2630;Ocio;1083;11-09-21;Reino Unido;;;;;;;;;;;
4;47;2;México;2053;Otros;1114;23-12-19;Estados Unidos;;;;;;;;;;;
4;47;3;España;2657;Ocio;1602;02-04-21;Estados Unidos;;;;;;;;;;;
1;38;4;México;2136;Otros;1294;03-04-22;España;;;;;;;;;;;
2;38;4;España;2532;Ocio;2796;24-06-19;Suiza;;;;;;;;;;;
2;50;3;Chile;2978;Ocio;1636;06-02-21;Estados Unidos;;;;;;;;;;;
4;44;4;México;2151;Negocios;1257;03-03-21;Canadá;;;;;;;;;;;
2;48;4;España;2572;Negocios;1340;18-07-22;Alemania;;;;;;;;;;;
4;42;2;España;2664;Ocio;1764;05-04-22;Suiza;;;;;;;;;;;
4;30;2;México;2364;Ocio;1182;23-12-19;Canadá;;;;;;;;;;;
2;40;4;México;2226;Otros;1076;04-04-21;Estados Unidos;;;;;;;;;;;
2;48;2;Chile;3157;Ocio;2560;05-04-22;Estados Unidos;;;;;;;;;;;
3;46;2;España;2817;Otros;2628;09-09-20;Estados Unidos;;;;;;;;;;;
1;50;4;México;2241;Ocio;1139;03-04-22;Cuba;;;;;;;;;;;
2;43;4;México;2126;Negocios;1241;10-01-20;España;;;;;;;;;;;
3;34;1;Chile;3035;Negocios;1746;01-04-21;Perú;;;;;;;;;;;
3;47;3;España;2812;Otros;1313;04-04-21;Alemania;;;;;;;;;;;
3;38;4;Chile;3190;Negocios;1902;07-04-20;Brasil;;;;;;;;;;;
2;31;4;México;2278;Negocios;1406;01-04-19;Estados Unidos;;;;;;;;;;;
4;30;4;Chile;2798;Negocios;2566;20-01-23;Brasil;;;;;;;;;;;
2;42;3;Chile;2950;Otros;2060;05-02-22;Brasil;;;;;;;;;;;
4;46;1;España;2814;Ocio;2553;23-08-21;Estados Unidos;;;;;;;;;;;
2;37;4;Chile;2865;Ocio;2212;02-04-20;Argentina;;;;;;;;;;;
1;31;1;España;2780;Otros;2271;03-04-22;Francia;;;;;;;;;;;
2;50;1;México;2088;Ocio;1019;25-12-22;Estados Unidos;;;;;;;;;;;
1;39;3;México;2020;Otros;1148;04-04-19;Canadá;;;;;;;;;;;
3;46;3;México;2387;Ocio;1031;01-04-19;Cuba;;;;;;;;;;;
3;47;1;España;2667;Otros;2045;07-04-20;Suiza;;;;;;;;;;;
4;30;4;Chile;2840;Otros;1790;03-03-23;Colombia;;;;;;;;;;;
2;32;1;Chile;3167;Ocio;2505;05-04-22;Perú;;;;;;;;;;;
2;44;3;España;2794;Ocio;2825;01-04-20;Alemania;;;;;;;;;;;
2;44;1;México;2027;Ocio;1336;03-04-20;Cuba;;;;;;;;;;;
3;46;2;España;2605;Negocios;1925;01-09-19;Reino Unido;;;;;;;;;;;
3;45;3;Chile;3167;Ocio;2452;03-04-21;Argentina;;;;;;;;;;;
3;39;3;Chile;2735;Ocio;2751;13-01-21;Colombia;;;;;;;;;;;
1;49;4;Chile;2896;Ocio;2655;07-04-19;Brasil;;;;;;;;;;;
1;45;3;México;2127;Otros;1203;18-02-21;Colombia;;;;;;;;;;;
